trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
736,False,"{'a': 0.5, 'e': 0.10062573338693173}",20,14,8.691978811241304,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.5, 'e': 0.0986356847625424}",25,8,24.8826824328556,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.5, 'e': 0.09664524159554555}",25,18,15.061761271520556,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.5, 'e': 0.09465441184771117}",20,12,-26.916567219465023,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
740,False,"{'a': 0.5, 'e': 0.09266320348235561}",30,14,0.5739285770641289,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
741,False,"{'a': 0.5, 'e': 0.09067162446430968}",30,15,8.006970165918336,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
742,False,"{'a': 0.5, 'e': 0.08867968275988677}",25,10,18.742214323652387,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.5, 'e': 0.08668738633685107}",25,10,29.6668022819283,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.5, 'e': 0.0846947431643856}",20,4,26.037647447369825,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.5, 'e': 0.0827017612130604}",30,18,23.43523349956692,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.5, 'e': 0.08070844845480063}",25,5,31.055747772613888,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.5, 'e': 0.07871481286285463}",20,10,14.991664218506472,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.5, 'e': 0.07672086241176215}",30,17,25.261788921746753,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.5, 'e': 0.0747266050773223}",35,11,27.292571442929,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
750,False,"{'a': 0.5, 'e': 0.0727320488365618}",25,6,32.23543504458555,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.5, 'e': 0.0707372016677029}",25,20,6.42800547462817,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.5, 'e': 0.06874207155013168}",20,0,29.157137295424054,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
753,False,"{'a': 0.5, 'e': 0.06674666646436589}",25,18,-29.81790722785196,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
754,False,"{'a': 0.5, 'e': 0.06475099439202324}",25,3,32.95915147254138,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.5, 'e': 0.06275506331578937}",25,14,6.516199455819276,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
756,False,"{'a': 0.5, 'e': 0.0607588812193859}",30,0,37.35928270255335,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
757,False,"{'a': 0.5, 'e': 0.058762456087538564}",30,17,24.071478129398855,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.5, 'e': 0.05676579590594523}",30,7,-5.817764200365281,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
759,False,"{'a': 0.5, 'e': 0.05476890866124396}",25,8,31.858293183665857,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.5, 'e': 0.05277180234098107}",20,10,19.82475446039889,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.5, 'e': 0.05077448493357918}",30,15,28.77527736107848,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.5, 'e': 0.04877696442830525}",20,13,13.363646170075247,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,9,16.344977063814234,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,12,25.748221751973794,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",35,21,25.531900955670334,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,10,13.347871796262506,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,6,27.011901219283786,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,10,20.86405523481537,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",25,11,22.446841089221248,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,19,8.497028241583243,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,11,25.343701374035835,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",20,11,17.13598099265719,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
